texto;n_texto;country;society
report;2;EEUU;OP
representing;2;EEUU;OP
required;2;EEUU;OP
requirement;2;EEUU;OP
research;2;EEUU;OP
responsibilities;2;EEUU;OP
responsible;2;EEUU;OP
restorations;2;EEUU;OP
restorative;2;EEUU;OP
rise;2;EEUU;OP
role;2;EEUU;OP
safety;2;EEUU;OP
schools;2;EEUU;OP
sealant;2;EEUU;OP
separate;2;EEUU;OP
sheet;2;EEUU;OP
size;2;EEUU;OP
sleep;2;EEUU;OP
smile;2;EEUU;OP
sold;2;EEUU;OP
solid;2;EEUU;OP
sooner;2;EEUU;OP
specifically;2;EEUU;OP
spit;2;EEUU;OP
sporting;2;EEUU;OP
sports;2;EEUU;OP
substance;2;EEUU;OP
sucking;2;EEUU;OP
sugary;2;EEUU;OP
supervise;2;EEUU;OP
surface;2;EEUU;OP
surfaces;2;EEUU;OP
surgery;2;EEUU;OP
taking;2;EEUU;OP
teach;2;EEUU;OP
teachers;2;EEUU;OP
teen;2;EEUU;OP
therapeutic;2;EEUU;OP
thumb;2;EEUU;OP
thumbsucking;2;EEUU;OP
tobacco;2;EEUU;OP
toothache;2;EEUU;OP
training;2;EEUU;OP
treatments;2;EEUU;OP
types;2;EEUU;OP
website;2;EEUU;OP
yearolds;2;EEUU;OP
10;1;EEUU;OP
100;1;EEUU;OP
15.2;1;EEUU;OP
19;1;EEUU;OP
1988;1;EEUU;OP
1994;1;EEUU;OP
1999;1;EEUU;OP
2002;1;EEUU;OP
2005;1;EEUU;OP
2006;1;EEUU;OP
2008;1;EEUU;OP
2016;1;EEUU;OP
2169;1;EEUU;OP
23.8;1;EEUU;OP
27;1;EEUU;OP
2min2x;1;EEUU;OP
312;1;EEUU;OP
337;1;EEUU;OP
6;1;EEUU;OP
66;1;EEUU;OP
7;1;EEUU;OP
8;1;EEUU;OP
aapd.org;1;EEUU;OP
ability;1;EEUU;OP
abrasives;1;EEUU;OP
access;1;EEUU;OP
accessories;1;EEUU;OP
acetaminophen;1;EEUU;OP
acids;1;EEUU;OP
act;1;EEUU;OP
added;1;EEUU;OP
additionally;1;EEUU;OP
address;1;EEUU;OP
adequate;1;EEUU;OP
administration;1;EEUU;OP
affordable;1;EEUU;OP
agenda;1;EEUU;OP
aim;1;EEUU;OP
alexandra;1;EEUU;OP
allowing;1;EEUU;OP
america’s;1;EEUU;OP
americans;1;EEUU;OP
amounts;1;EEUU;OP
annual;1;EEUU;OP
answer;1;EEUU;OP
answered;1;EEUU;OP
anticipatory;1;EEUU;OP
anymore;1;EEUU;OP
apnea;1;EEUU;OP
appeared;1;EEUU;OP
appears;1;EEUU;OP
appliance;1;EEUU;OP
application;1;EEUU;OP
applies;1;EEUU;OP
appointments;1;EEUU;OP
aprons;1;EEUU;OP
aspects;1;EEUU;OP
aspirin;1;EEUU;OP
athletes;1;EEUU;OP
attendance;1;EEUU;OP
attention;1;EEUU;OP
attentive;1;EEUU;OP
audits;1;EEUU;OP
automatic;1;EEUU;OP
avulsed;1;EEUU;OP
avulsion;1;EEUU;OP
aware;1;EEUU;OP
baby’s;1;EEUU;OP
basic;1;EEUU;OP
basics;1;EEUU;OP
bed;1;EEUU;OP
bedtime;1;EEUU;OP
beginning;1;EEUU;OP
behavior;1;EEUU;OP
benefit;1;EEUU;OP
beware;1;EEUU;OP
bill;1;EEUU;OP
birth;1;EEUU;OP
bmi;1;EEUU;OP
body’s;1;EEUU;OP
born;1;EEUU;OP
bottled;1;EEUU;OP
breads;1;EEUU;OP
brightening;1;EEUU;OP
broaden;1;EEUU;OP
building;1;EEUU;OP
bundled;1;EEUU;OP
buy;1;EEUU;OP
buying;1;EEUU;OP
called;1;EEUU;OP
calm;1;EEUU;OP
can’t;1;EEUU;OP
cannabis;1;EEUU;OP
capping;1;EEUU;OP
card;1;EEUU;OP
cardiopulmonary;1;EEUU;OP
careful;1;EEUU;OP
carefully;1;EEUU;OP
caregiver’s;1;EEUU;OP
caught;1;EEUU;OP
causing;1;EEUU;OP
cell;1;EEUU;OP
cells;1;EEUU;OP
center;1;EEUU;OP
cereals;1;EEUU;OP
chairside;1;EEUU;OP
challenges;1;EEUU;OP
chart;1;EEUU;OP
checked;1;EEUU;OP
checklist;1;EEUU;OP
checks;1;EEUU;OP
checkup;1;EEUU;OP
cheddar;1;EEUU;OP
cheeks;1;EEUU;OP
chemotherapy;1;EEUU;OP
chew;1;EEUU;OP
chewing;1;EEUU;OP
chip;1;EEUU;OP
choice;1;EEUU;OP
chooses;1;EEUU;OP
cigarettes;1;EEUU;OP
circle;1;EEUU;OP
cites;1;EEUU;OP
classifications;1;EEUU;OP
classroom;1;EEUU;OP
cleaned;1;EEUU;OP
clinical;1;EEUU;OP
cloth;1;EEUU;OP
cold;1;EEUU;OP
comfortable;1;EEUU;OP
company’s;1;EEUU;OP
comparing;1;EEUU;OP
complete;1;EEUU;OP
composite;1;EEUU;OP
compress;1;EEUU;OP
conditioning;1;EEUU;OP
confusing;1;EEUU;OP
congenital;1;EEUU;OP
consent;1;EEUU;OP
consequences;1;EEUU;OP
considered;1;EEUU;OP
contact;1;EEUU;OP
convenience;1;EEUU;OP
copy;1;EEUU;OP
corporation;1;EEUU;OP
craniofacial;1;EEUU;OP
created;1;EEUU;OP
creativity;1;EEUU;OP
crevasses;1;EEUU;OP
criteria;1;EEUU;OP
crown;1;EEUU;OP
custom;1;EEUU;OP
d.d.s;1;EEUU;OP
daily;1;EEUU;OP
dairy;1;EEUU;OP
darker;1;EEUU;OP
date;1;EEUU;OP
dds;1;EEUU;OP
deal;1;EEUU;OP
debris;1;EEUU;OP
decision;1;EEUU;OP
decisions;1;EEUU;OP
decreased;1;EEUU;OP
decreases;1;EEUU;OP
deficient;1;EEUU;OP
definition;1;EEUU;OP
delineation;1;EEUU;OP
depend;1;EEUU;OP
dependents;1;EEUU;OP
determinanats;1;EEUU;OP
develop;1;EEUU;OP
developed;1;EEUU;OP
developmental;1;EEUU;OP
device;1;EEUU;OP
dietary;1;EEUU;OP
disability;1;EEUU;OP
disorders;1;EEUU;OP
disparities;1;EEUU;OP
dispense;1;EEUU;OP
disrupts;1;EEUU;OP
distract;1;EEUU;OP
drinks;1;EEUU;OP
drying;1;EEUU;OP
due;1;EEUU;OP
easier;1;EEUU;OP
easiest;1;EEUU;OP
eaten;1;EEUU;OP
eating;1;EEUU;OP
educate;1;EEUU;OP
education;1;EEUU;OP
eggs;1;EEUU;OP
electronic;1;EEUU;OP
eligibility;1;EEUU;OP
eligible;1;EEUU;OP
emergency;1;EEUU;OP
employers;1;EEUU;OP
enamel;1;EEUU;OP
enroll;1;EEUU;OP
ensure;1;EEUU;OP
enter;1;EEUU;OP
entering;1;EEUU;OP
entrance;1;EEUU;OP
entries;1;EEUU;OP
equips;1;EEUU;OP
ergogenic;1;EEUU;OP
erupt;1;EEUU;OP
eruption;1;EEUU;OP
erupts;1;EEUU;OP
establishing;1;EEUU;OP
establishment;1;EEUU;OP
ethical;1;EEUU;OP
evaluate;1;EEUU;OP
evidence;1;EEUU;OP
examination;1;EEUU;OP
examinations;1;EEUU;OP
exceed;1;EEUU;OP
excess;1;EEUU;OP
exist;1;EEUU;OP
experience;1;EEUU;OP
experts;1;EEUU;OP
explained;1;EEUU;OP
exposure;1;EEUU;OP
ext;1;EEUU;OP
extended;1;EEUU;OP
extractions;1;EEUU;OP
factors;1;EEUU;OP
familiar;1;EEUU;OP
fast;1;EEUU;OP
features;1;EEUU;OP
fee;1;EEUU;OP
feeding;1;EEUU;OP
felsenthal;1;EEUU;OP
fight;1;EEUU;OP
film;1;EEUU;OP
finally;1;EEUU;OP
finger;1;EEUU;OP
fingers;1;EEUU;OP
fish;1;EEUU;OP
fissure;1;EEUU;OP
fit;1;EEUU;OP
fitted;1;EEUU;OP
fluoridated;1;EEUU;OP
follow;1;EEUU;OP
forming;1;EEUU;OP
fractures;1;EEUU;OP
fraud;1;EEUU;OP
frayed;1;EEUU;OP
fraying;1;EEUU;OP
freedom;1;EEUU;OP
frequent;1;EEUU;OP
frequently;1;EEUU;OP
fruits;1;EEUU;OP
game;1;EEUU;OP
gentle;1;EEUU;OP
gingivitis;1;EEUU;OP
giving;1;EEUU;OP
glands;1;EEUU;OP
grablewski;1;EEUU;OP
grooves;1;EEUU;OP
growing;1;EEUU;OP
guardians;1;EEUU;OP
guideline;1;EEUU;OP
half;1;EEUU;OP
handles;1;EEUU;OP
hands;1;EEUU;OP
happy;1;EEUU;OP
harden;1;EEUU;OP
harm;1;EEUU;OP
harvested;1;EEUU;OP
hazards;1;EEUU;OP
headed;1;EEUU;OP
healthiest;1;EEUU;OP
heath;1;EEUU;OP
hematopoietic;1;EEUU;OP
heritable;1;EEUU;OP
herpediatric;1;EEUU;OP
hold;1;EEUU;OP
hospital;1;EEUU;OP
hospitalization;1;EEUU;OP
human;1;EEUU;OP
identification;1;EEUU;OP
immature;1;EEUU;OP
immediately;1;EEUU;OP
immunization;1;EEUU;OP
income;1;EEUU;OP
increased;1;EEUU;OP
increases;1;EEUU;OP
index;1;EEUU;OP
induced;1;EEUU;OP
industry;1;EEUU;OP
injury;1;EEUU;OP
instructions;1;EEUU;OP
interim;1;EEUU;OP
internally;1;EEUU;OP
investigate;1;EEUU;OP
invisible;1;EEUU;OP
irritated;1;EEUU;OP
isn’t;1;EEUU;OP
itr;1;EEUU;OP
jack;1;EEUU;OP
january;1;EEUU;OP
jaws;1;EEUU;OP
jewelry;1;EEUU;OP
kb;1;EEUU;OP
kevin;1;EEUU;OP
laboratory;1;EEUU;OP
language;1;EEUU;OP
larger;1;EEUU;OP
lasers;1;EEUU;OP
leader;1;EEUU;OP
leads;1;EEUU;OP
lessons;1;EEUU;OP
letting;1;EEUU;OP
limitations;1;EEUU;OP
limiting;1;EEUU;OP
links;1;EEUU;OP
lip;1;EEUU;OP
lips;1;EEUU;OP
lower;1;EEUU;OP
luxations;1;EEUU;OP
m.s.d;1;EEUU;OP
machines;1;EEUU;OP
makes;1;EEUU;OP
manager;1;EEUU;OP
market;1;EEUU;OP
markets;1;EEUU;OP
mass;1;EEUU;OP
matching;1;EEUU;OP
material;1;EEUU;OP
maximum;1;EEUU;OP
meal;1;EEUU;OP
mealtime;1;EEUU;OP
meat;1;EEUU;OP
medicaid;1;EEUU;OP
meredith;1;EEUU;OP
method;1;EEUU;OP
methods;1;EEUU;OP
microabrasion;1;EEUU;OP
mild;1;EEUU;OP
milestones;1;EEUU;OP
mind;1;EEUU;OP
mineralize;1;EEUU;OP
minimize;1;EEUU;OP
minimizing;1;EEUU;OP
minute;1;EEUU;OP
model;1;EEUU;OP
monitoring;1;EEUU;OP
monterey;1;EEUU;OP
month;1;EEUU;OP
monthly;1;EEUU;OP
mouthguard;1;EEUU;OP
mouthguards;1;EEUU;OP
mouths;1;EEUU;OP
mozzarella;1;EEUU;OP
mychildren’steeth.org;1;EEUU;OP
naturally;1;EEUU;OP
navigation;1;EEUU;OP
nearby;1;EEUU;OP
necessity;1;EEUU;OP
networks;1;EEUU;OP
nshc;1;EEUU;OP
nutrition;1;EEUU;OP
obstructive;1;EEUU;OP
obtain;1;EEUU;OP
occlusion;1;EEUU;OP
occupational;1;EEUU;OP
occur;1;EEUU;OP
offered;1;EEUU;OP
office;1;EEUU;OP
old’s;1;EEUU;OP
olds;1;EEUU;OP
ongoing;1;EEUU;OP
operating;1;EEUU;OP
operative;1;EEUU;OP
opinion;1;EEUU;OP
optimal;1;EEUU;OP
overview;1;EEUU;OP
page;1;EEUU;OP
painting;1;EEUU;OP
papilloma;1;EEUU;OP
participate;1;EEUU;OP
particles;1;EEUU;OP
pass;1;EEUU;OP
pathology;1;EEUU;OP
patient's;1;EEUU;OP
patterns;1;EEUU;OP
paying;1;EEUU;OP
payor;1;EEUU;OP
pdf;1;EEUU;OP
pea;1;EEUU;OP
pediatricians;1;EEUU;OP
penalty;1;EEUU;OP
period;1;EEUU;OP
periodicity;1;EEUU;OP
periodontitis;1;EEUU;OP
permission;1;EEUU;OP
personal;1;EEUU;OP
persons;1;EEUU;OP
perspectives;1;EEUU;OP
ph;1;EEUU;OP
phosphorous;1;EEUU;OP
photograph;1;EEUU;OP
pit;1;EEUU;OP
pits;1;EEUU;OP
placing;1;EEUU;OP
plan’s;1;EEUU;OP
plaque’s;1;EEUU;OP
play;1;EEUU;OP
playing;1;EEUU;OP
policy;1;EEUU;OP
polished;1;EEUU;OP
polishing;1;EEUU;OP
poor;1;EEUU;OP
possibilities;1;EEUU;OP
post;1;EEUU;OP
powered;1;EEUU;OP
practice;1;EEUU;OP
practitioners;1;EEUU;OP
preferably;1;EEUU;OP
prepared;1;EEUU;OP
preparing;1;EEUU;OP
preschool;1;EEUU;OP
preschooler’s;1;EEUU;OP
prescribe;1;EEUU;OP
prescribing;1;EEUU;OP
press;1;EEUU;OP
preventing;1;EEUU;OP
prior;1;EEUU;OP
privileges;1;EEUU;OP
procedures;1;EEUU;OP
process;1;EEUU;OP
produces;1;EEUU;OP
product;1;EEUU;OP
products;1;EEUU;OP
projects;1;EEUU;OP
protection;1;EEUU;OP
protective;1;EEUU;OP
protector;1;EEUU;OP
providing;1;EEUU;OP
public;1;EEUU;OP
published;1;EEUU;OP
purchasing;1;EEUU;OP
purpose;1;EEUU;OP
putting;1;EEUU;OP
question;1;EEUU;OP
quick;1;EEUU;OP
radiographs;1;EEUU;OP
read;1;EEUU;OP
ready;1;EEUU;OP
reasons;1;EEUU;OP
rebecca;1;EEUU;OP
received;1;EEUU;OP
receiving;1;EEUU;OP
recommend;1;EEUU;OP
recommendations;1;EEUU;OP
records;1;EEUU;OP
refers;1;EEUU;OP
reinsert;1;EEUU;OP
relating;1;EEUU;OP
relations;1;EEUU;OP
remain;1;EEUU;OP
repeated;1;EEUU;OP
reprinted;1;EEUU;OP
require;1;EEUU;OP
requires;1;EEUU;OP
resource;1;EEUU;OP
rest;1;EEUU;OP
result;1;EEUU;OP
resuscitation;1;EEUU;OP
rights;1;EEUU;OP
rinse;1;EEUU;OP
root;1;EEUU;OP
round;1;EEUU;OP
rule;1;EEUU;OP
run;1;EEUU;OP
salivary;1;EEUU;OP
salt;1;EEUU;OP
schedule;1;EEUU;OP
scheduled;1;EEUU;OP
schoolwork;1;EEUU;OP
seal;1;EEUU;OP
search;1;EEUU;OP
section;1;EEUU;OP
select;1;EEUU;OP
selecting;1;EEUU;OP
selection;1;EEUU;OP
serving;1;EEUU;OP
servings;1;EEUU;OP
set;1;EEUU;OP
severe;1;EEUU;OP
shaded;1;EEUU;OP
shared;1;EEUU;OP
shock;1;EEUU;OP
shortly;1;EEUU;OP
shuts;1;EEUU;OP
sip;1;EEUU;OP
sized;1;EEUU;OP
skorupskas;1;EEUU;OP
sleeping;1;EEUU;OP
smear;1;EEUU;OP
smoking;1;EEUU;OP
snack;1;EEUU;OP
snacking;1;EEUU;OP
social;1;EEUU;OP
socket;1;EEUU;OP
solution;1;EEUU;OP
sound;1;EEUU;OP
source;1;EEUU;OP
speak;1;EEUU;OP
speaking;1;EEUU;OP
specialist;1;EEUU;OP
specialized;1;EEUU;OP
specific;1;EEUU;OP
speech;1;EEUU;OP
speed;1;EEUU;OP
spend;1;EEUU;OP
spills;1;EEUU;OP
spokesperson;1;EEUU;OP
spoons;1;EEUU;OP
sport;1;EEUU;OP
stabilization;1;EEUU;OP
staff;1;EEUU;OP
starches;1;EEUU;OP
starchy;1;EEUU;OP
starting;1;EEUU;OP
starts;1;EEUU;OP
statistics;1;EEUU;OP
stem;1;EEUU;OP
steps;1;EEUU;OP
stimulate;1;EEUU;OP
strategic;1;EEUU;OP
strategies;1;EEUU;OP
studies;1;EEUU;OP
success;1;EEUU;OP
suffer;1;EEUU;OP
sugared;1;EEUU;OP
sugars;1;EEUU;OP
suicide;1;EEUU;OP
supplements;1;EEUU;OP
support;1;EEUU;OP
survey;1;EEUU;OP
swallow;1;EEUU;OP
swiss;1;EEUU;OP
swollen;1;EEUU;OP
symptom;1;EEUU;OP
teenager;1;EEUU;OP
teenagers;1;EEUU;OP
temporomandibular;1;EEUU;OP
ten;1;EEUU;OP
tend;1;EEUU;OP
testing;1;EEUU;OP
texas;1;EEUU;OP
therapies;1;EEUU;OP
throw;1;EEUU;OP
thumbs;1;EEUU;OP
toddlers;1;EEUU;OP
toothbrushes;1;EEUU;OP
toothbrushing;1;EEUU;OP
topics;1;EEUU;OP
touched;1;EEUU;OP
transfer;1;EEUU;OP
transition;1;EEUU;OP
transitional;1;EEUU;OP
transitioning;1;EEUU;OP
transplantation;1;EEUU;OP
treating;1;EEUU;OP
trees;1;EEUU;OP
typically;1;EEUU;OP
unique;1;EEUU;OP
united;1;EEUU;OP
unlike;1;EEUU;OP
update;1;EEUU;OP
EEUUge;1;EEUU;OP
usda;1;EEUU;OP
vaccinations;1;EEUU;OP
values;1;EEUU;OP
vegetables;1;EEUU;OP
vending;1;EEUU;OP
view;1;EEUU;OP
views;1;EEUU;OP
virus;1;EEUU;OP
vision;1;EEUU;OP
visits;1;EEUU;OP
vital;1;EEUU;OP
vulnerable;1;EEUU;OP
wait;1;EEUU;OP
warm;1;EEUU;OP
weaken;1;EEUU;OP
whitened;1;EEUU;OP
wise;1;EEUU;OP
won’t;1;EEUU;OP
words;1;EEUU;OP
workforce;1;EEUU;OP
worse;1;EEUU;OP
www.aapd.org;1;EEUU;OP
www.healthcare.gov;1;EEUU;OP
xylitol;1;EEUU;OP
yellow;1;EEUU;OP
youth;1;EEUU;OP
zip;1;EEUU;OP
teeth;39;ING;OP
child;29;ING;OP
children;29;ING;OP
dental;27;ING;OP
fluoride;22;ING;OP
dentist;17;ING;OP
toothpaste;17;ING;OP
age;15;ING;OP
water;12;ING;OP
dummy;11;ING;OP
fluoridated;11;ING;OP
thumb;11;ING;OP
campaign;10;ING;OP
check;10;ING;OP
added;9;ING;OP
tooth;9;ING;OP
bottle;8;ING;OP
brushing;8;ING;OP
read;8;ING;OP
specialist;8;ING;OP
start;8;ING;OP
sucking;8;ING;OP
baby;7;ING;OP
child's;7;ING;OP
dcby1;7;ING;OP
family;7;ING;OP
ING;7;ING;OP
3;6;ING;OP
5;6;ING;OP
babies;6;ING;OP
bspd;6;ING;OP
encourage;6;ING;OP
health;6;ING;OP
juice;6;ING;OP
natural;6;ING;OP
parents;6;ING;OP
accompany;5;ING;OP
aged;5;ING;OP
bspd's;5;ING;OP
england;5;ING;OP
feed;5;ING;OP
guide;5;ING;OP
idea;5;ING;OP
practices;5;ING;OP
time;5;ING;OP
visit;5;ING;OP
advice;4;ING;OP
appointment;4;ING;OP
birthday;4;ING;OP
brush;4;ING;OP
child’s;4;ING;OP
download;4;ING;OP
drive;4;ING;OP
experience;4;ING;OP
familiar;4;ING;OP
hospital;4;ING;OP
logo;4;ING;OP
organisations;4;ING;OP
recommend;4;ING;OP
routine;4;ING;OP
website;4;ING;OP
1000ppm;3;ING;OP
17;3;ING;OP
20;3;ING;OP
25;3;ING;OP
32;3;ING;OP
45;3;ING;OP
6;3;ING;OP
a4;3;ING;OP
action;3;ING;OP
admitted;3;ING;OP
adult;3;ING;OP
advise;3;ING;OP
ages;3;ING;OP
aide;3;ING;OP
amount;3;ING;OP
autism;3;ING;OP
beneficial;3;ING;OP
benefit;3;ING;OP
birth;3;ING;OP
bit;3;ING;OP
caring;3;ING;OP
clean;3;ING;OP
cleaning;3;ING;OP
cloth;3;ING;OP
comfort;3;ING;OP
consuming;3;ING;OP
cup;3;ING;OP
danger;3;ING;OP
day;3;ING;OP
decay;3;ING;OP
develop;3;ING;OP
dip;3;ING;OP
discouraging;3;ING;OP
don’t;3;ING;OP
drink;3;ING;OP
drinking;3;ING;OP
emerge;3;ING;OP
established;3;ING;OP
fall;3;ING;OP
fathers;3;ING;OP
fewer;3;ING;OP
fingers;3;ING;OP
flat;3;ING;OP
flossing;3;ING;OP
flowing;3;ING;OP
fluoridation;3;ING;OP
free;3;ING;OP
fruit;3;ING;OP
gradually;3;ING;OP
greatly;3;ING;OP
growing;3;ING;OP
habit;3;ING;OP
habits;3;ING;OP
highly;3;ING;OP
home;3;ING;OP
intensity;3;ING;OP
introduce;3;ING;OP
involve;3;ING;OP
it’s;3;ING;OP
learn;3;ING;OP
leave;3;ING;OP
living;3;ING;OP
milk;3;ING;OP
million;3;ING;OP
mineral;3;ING;OP
molars;3;ING;OP
months;3;ING;OP
naturally;3;ING;OP
occurring;3;ING;OP
orthodontic;3;ING;OP
overnight;3;ING;OP
paediatric;3;ING;OP
pea;3;ING;OP
permanent;3;ING;OP
poster;3;ING;OP
primary;3;ING;OP
public;3;ING;OP
punish;3;ING;OP
reach;3;ING;OP
reaches;3;ING;OP
recent;3;ING;OP
referral;3;ING;OP
reflex;3;ING;OP
regularly;3;ING;OP
replaced;3;ING;OP
report;3;ING;OP
routinely;3;ING;OP
school;3;ING;OP
set;3;ING;OP
shown;3;ING;OP
sized;3;ING;OP
smear;3;ING;OP
soft;3;ING;OP
soothe;3;ING;OP
speech;3;ING;OP
squashes;3;ING;OP
studies;3;ING;OP
suck;3;ING;OP
sucks;3;ING;OP
supervision;3;ING;OP
sweet;3;ING;OP
toothbrush;3;ING;OP
vary;3;ING;OP
watching;3;ING;OP
wisdom;3;ING;OP
0;2;ING;OP
2;2;ING;OP
access;2;ING;OP
actively;2;ING;OP
administator;2;ING;OP
administrator;2;ING;OP
aim;2;ING;OP
alternatively;2;ING;OP
avoidance;2;ING;OP
bspd.co.ING;2;ING;OP
care;2;ING;OP
chief;2;ING;OP
children's;2;ING;OP
commercial;2;ING;OP
commit;2;ING;OP
committed;2;ING;OP
concerns;2;ING;OP
council’s;2;ING;OP
dentists;2;ING;OP
department;2;ING;OP
difficulty;2;ING;OP
discouraged;2;ING;OP
doubt;2;ING;OP
email;2;ING;OP
examination;2;ING;OP
examinations;2;ING;OP
express;2;ING;OP
finding;2;ING;OP
giving;2;ING;OP
increase;2;ING;OP
launched;2;ING;OP
lists;2;ING;OP
live;2;ING;OP
location;2;ING;OP
map;2;ING;OP
media;2;ING;OP
note;2;ING;OP
ocdo;2;ING;OP
office;2;ING;OP
officer;2;ING;OP
opinion;2;ING;OP
pacifier;2;ING;OP
partnership;2;ING;OP
permission;2;ING;OP
practice;2;ING;OP
produced;2;ING;OP
producing;2;ING;OP
purposes;2;ING;OP
reason;2;ING;OP
search;2;ING;OP
social;2;ING;OP
specialties;2;ING;OP
support;2;ING;OP
supporting;2;ING;OP
teaching;2;ING;OP
touch;2;ING;OP
wide;2;ING;OP
worried;2;ING;OP
2018;1;ING;OP
abnormality;1;ING;OP
affecting;1;ING;OP
authors;1;ING;OP
bulletin;1;ING;OP
certificate;1;ING;OP
clinical;1;ING;OP
compile;1;ING;OP
concern;1;ING;OP
condition;1;ING;OP
consultant;1;ING;OP
consultations;1;ING;OP
development;1;ING;OP
effectiveness;1;ING;OP
found;1;ING;OP
guidance;1;ING;OP
guidelines;1;ING;OP
gums;1;ING;OP
illness;1;ING;OP
issues;1;ING;OP
key;1;ING;OP
links;1;ING;OP
list;1;ING;OP
mouth;1;ING;OP
oral;1;ING;OP
policies;1;ING;OP
position;1;ING;OP
practical;1;ING;OP
produces;1;ING;OP
questionnaire;1;ING;OP
rare;1;ING;OP
rarely;1;ING;OP
responses;1;ING;OP
sample;1;ING;OP
sign;1;ING;OP
speciality;1;ING;OP
statements;1;ING;OP
step;1;ING;OP
supporters;1;ING;OP
treatment;113;EEUU;OR
orthodontic;97;EEUU;OR
orthodontists;93;EEUU;OR
orthodontist;83;EEUU;OR
teeth;56;EEUU;OR
aao;46;EEUU;OR
american;37;EEUU;OR
association;34;EEUU;OR
dental;34;EEUU;OR
braces;27;EEUU;OR
smile;27;EEUU;OR
OR;21;EEUU;OR
patients;19;EEUU;OR
accredited;18;EEUU;OR
program;18;EEUU;OR
call;17;EEUU;OR
education;17;EEUU;OR
school;17;EEUU;OR
check;15;EEUU;OR
insurance;15;EEUU;OR
tooth;15;EEUU;OR
additional;14;EEUU;OR
doctor;14;EEUU;OR
age;13;EEUU;OR
experience;13;EEUU;OR
residency;13;EEUU;OR
successfully;13;EEUU;OR
membership;12;EEUU;OR
options;12;EEUU;OR
healthy;11;EEUU;OR
time;11;EEUU;OR
assured;10;EEUU;OR
bite;10;EEUU;OR
graduated;10;EEUU;OR
locate;10;EEUU;OR
meet;10;EEUU;OR
care;9;EEUU;OR
formal;9;EEUU;OR
jaws;9;EEUU;OR
specialists;9;EEUU;OR
surgery;9;EEUU;OR
2;8;EEUU;OR
3;8;EEUU;OR
benefit;8;EEUU;OR
individual;8;EEUU;OR
information;8;EEUU;OR
training;8;EEUU;OR
beautiful;7;EEUU;OR
children;7;EEUU;OR
choose;7;EEUU;OR
completed;7;EEUU;OR
consult;7;EEUU;OR
level;7;EEUU;OR
programs;7;EEUU;OR
provide;7;EEUU;OR
achieve;6;EEUU;OR
admitted;6;EEUU;OR
adults;6;EEUU;OR
board;6;EEUU;OR
dentist;6;EEUU;OR
dentofacial;6;EEUU;OR
doctors;6;EEUU;OR
drinks;6;EEUU;OR
initials;6;EEUU;OR
lifetime;6;EEUU;OR
months;6;EEUU;OR
patient;6;EEUU;OR
questions;6;EEUU;OR
results;6;EEUU;OR
retainers;6;EEUU;OR
rubber;6;EEUU;OR
service;6;EEUU;OR
skills;6;EEUU;OR
studying;6;EEUU;OR
type;6;EEUU;OR
aaoinfo.org;5;EEUU;OR
appliance;5;EEUU;OR
appliances;5;EEUU;OR
bands;5;EEUU;OR
begin;5;EEUU;OR
blog;5;EEUU;OR
canada;5;EEUU;OR
child;5;EEUU;OR
complete;5;EEUU;OR
cover;5;EEUU;OR
exclusively;5;EEUU;OR
expert;5;EEUU;OR
fee;5;EEUU;OR
graduate;5;EEUU;OR
growing;5;EEUU;OR
health;5;EEUU;OR
means;5;EEUU;OR
mouth;5;EEUU;OR
nearby;5;EEUU;OR
oral;5;EEUU;OR
orthodontist’s;5;EEUU;OR
orthopedics;5;EEUU;OR
people;5;EEUU;OR
piercing;5;EEUU;OR
plans;5;EEUU;OR
possesses;5;EEUU;OR
selected;5;EEUU;OR
specialist;5;EEUU;OR
wearing;5;EEUU;OR
accepts;4;EEUU;OR
admission;4;EEUU;OR
adult;4;EEUU;OR
advantage;4;EEUU;OR
aligners;4;EEUU;OR
assurance;4;EEUU;OR
aware;4;EEUU;OR
certified;4;EEUU;OR
circumstances;4;EEUU;OR
company;4;EEUU;OR
confer;4;EEUU;OR
contact;4;EEUU;OR
dds;4;EEUU;OR
dmd;4;EEUU;OR
eligible;4;EEUU;OR
extra;4;EEUU;OR
fees;4;EEUU;OR
function;4;EEUU;OR
goals;4;EEUU;OR
growth;4;EEUU;OR
include;4;EEUU;OR
it’s;4;EEUU;OR
medicaid;4;EEUU;OR
metal;4;EEUU;OR
moved;4;EEUU;OR
orthognathic;4;EEUU;OR
payment;4;EEUU;OR
person;4;EEUU;OR
professional;4;EEUU;OR
retainer;4;EEUU;OR
schools;4;EEUU;OR
smiles;4;EEUU;OR
specific;4;EEUU;OR
talk;4;EEUU;OR
u.s;4;EEUU;OR
wear;4;EEUU;OR
accepted;3;EEUU;OR
aligning;3;EEUU;OR
attained;3;EEUU;OR
avoid;3;EEUU;OR
benefits;3;EEUU;OR
biting;3;EEUU;OR
bottom;3;EEUU;OR
brush;3;EEUU;OR
charge;3;EEUU;OR
chewing;3;EEUU;OR
choosing;3;EEUU;OR
comprehensive;3;EEUU;OR
consultation;3;EEUU;OR
coverage;3;EEUU;OR
crowns;3;EEUU;OR
degrees;3;EEUU;OR
dentistry’s;3;EEUU;OR
difficulty;3;EEUU;OR
discuss;3;EEUU;OR
enamel;3;EEUU;OR
expenses;3;EEUU;OR
family;3;EEUU;OR
floss;3;EEUU;OR
